Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
tumor necrosis factor-mediated signaling pathway (GO:0033209)	15/123	4.9336682578802126E-11	2.288773556360248E-8	0	0	9.602458229306702	227.88893069930975	NGFR;TRADD;TNFSF13;TNFRSF10B;TNFRSF1B;TNF;TNFRSF1A;NFKBIA;ADAM17;TNFSF9;RIPK1;LTB;MAP3K14;BIRC2;BIRC3
regulation of cytokine-mediated signaling pathway (GO:0001959)	13/90	1.1345549475666463E-10	4.824694914527163E-8	0	0	11.37357830271216	260.45051281156776	SYK;TRADD;TNFAIP3;TNF;TNFRSF1A;SHARPIN;MADD;OTULIN;RIPK1;PTPN6;RBCK1;BIRC2;BIRC3
positive regulation of protein phosphorylation (GO:0001934)	25/412	1.1390111171160097E-10	4.471056715879229E-8	0	0	4.777922177203578	109.39382733117273	NRP1;BMPR2;FLT4;GATA1;TNF;TBK1;KDR;RIPK1;RAC1;PAK2;NGFR;RIPK2;CAV1;DAB2IP;AXIN1;TNFRSF10B;TNFRSF1B;TNFRSF1A;LATS1;ADAM17;HCLS1;TAB2;MET;CD44;BMPR1A
activation of MAPK activity (GO:0000187)	14/117	2.852927416280682E-10	1.0398920432343087E-7	0	0	9.421899185678715	207.0698392820103	MAP2K2;DBNL;RIPK2;AXIN1;DAB2IP;CXCR4;TNF;MADD;RIPK1;TAB2;TAB1;BIRC7;PKN1;MAP3K7
protein phosphorylation (GO:0006468)	26/470	3.5282919484400815E-10	1.2003249208593158E-7	0	0	4.35583849891104	94.80498628384153	FLT4;STK3;GRK1;TBK1;GRK5;AKT3;KDR;RIPK1;PRKACA;PAK2;MAP3K7;SMAD2;SYK;RIPK3;DAPK1;NEK7;DAB2IP;CSNK1E;BMX;LATS1;BIRC5;PTPN6;PKN1;CSNK1A1L;ATR;BMPR1A
cellular response to tumor necrosis factor (GO:0071356)	17/194	4.911713207273683E-10	1.5665295310448502E-7	0	0	6.899910707037908	147.8942601501768	NGFR;TRADD;TNFSF13;DAB2IP;TNFRSF10B;TNFRSF1B;TNF;TNFRSF1A;NFKBIA;ZFP36;ADAM17;TNFSF9;RIPK1;LTB;MAP3K14;BIRC2;BIRC3
extrinsic apoptotic signaling pathway (GO:0097191)	11/67	7.659984426836619E-10	2.2993470900086628E-7	0	0	12.927488541544248	271.345928747962	CRADD;TRADD;CASP3;DAB2IP;CASP2;TNFRSF10B;RIPK1;FADD;TNF;TNFRSF1A;MCL1
positive regulation of programmed cell death (GO:0043068)	19/257	8.316434152738752E-10	2.357709082301436E-7	0	0	5.821256778700328	121.70860925070599	NGFR;CRADD;RIPK3;TRADD;DAB2IP;BCL10;TNF;STK3;LATS1;TNFSF10;NF1;CASP2;RIPK1;FADD;RAC1;HRG;SOS1;ATF6;SQSTM1
cellular response to cytokine stimulus (GO:0071345)	25/456	9.455088170754757E-10	2.5394376281769225E-7	0	0	4.316894598701478	89.70203888040882	CXCR4;PIK3R1;TNF;ZFP36;MUC1;TBK1;CASP3;S1PR1;RIPK1;PRKACA;MCL1;SOCS5;HSPA8;POU2F1;DAPK1;DAB2IP;RC3H1;TNFRSF1B;DCN;TNFRSF1A;HCLS1;BIRC5;PTPN6;VIM;SOS1
apoptotic process (GO:0006915)	18/231	1.0115732742064059E-9	2.5810292091376445E-7	0	0	6.135596686777789	127.07900002542861	NGFR;MAGEH1;DAPK1;TRADD;CXCR4;TSC2;TNFRSF10B;GZMB;STK3;NFKBIA;CASP7;CASP3;TNFSF9;CASP2;RIPK1;PTPN6;FADD;MAP3K7
negative regulation of programmed cell death (GO:0043069)	23/408	2.708140491723522E-9	6.580781394888158E-7	0	0	4.438783387370696	87.56389587555259	NGFR;PRELID1;RIPK2;FLT4;PIK3R1;GATA1;PRDX3;NFKBIA;ITCH;GRK5;ARHGDIA;CASP3;KDR;CASP2;BIRC5;BIRC7;PAK2;SQSTM1;MET;CD44;BIRC2;MCL1;BIRC3
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	11/79	4.710576097084038E-9	1.092639537428175E-6	0	0	10.963819395993223	210.2143046453804	NGFR;CASP7;CRADD;TRADD;CASP3;TNFSF10;CASP2;TNFRSF10B;RIPK1;FADD;TNF
death-inducing signaling complex assembly (GO:0071550)	5/7	6.533131568552348E-9	1.449503060622723E-6	0	0	56.2429696287964	1059.976346581516	TRADD;RIPK1;FADD;TNF;TNFRSF1A
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	13/128	9.535096535871377E-9	2.0273999009396517E-6	0	0	7.997047244094489	147.69175944664985	CRADD;RIPK3;RIPK2;TRADD;BCL10;TNF;PRDX3;NFKBIA;RIPK1;TAB2;RBCK1;TAB1;MAP3K7
JNK cascade (GO:0007254)	10/66	1.033395406765192E-8	2.1093667042891097E-6	0	0	11.930326890956813	219.3728328784357	DBNL;RIPK2;AXIN1;DAB2IP;RIPK1;TAB2;BIRC7;PKN1;TAB1;MAP3K7
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	12/109	1.4307558477545122E-8	2.8081334965735677E-6	0	0	8.66864119049339	156.5771397049061	NGFR;GSN;CRADD;DAPK1;TRADD;CASP3;TNFSF10;TNFRSF10B;CASP2;RIPK1;FADD;TNF
positive regulation of apoptotic process (GO:0043065)	19/307	1.5530276963138615E-8	2.9352223460331984E-6	0	0	4.873169355459233	87.62189667639167	NGFR;CRADD;DAPK1;TRADD;DAB2IP;BCL10;TNF;STK3;LATS1;TNFSF10;NF1;CASP2;RIPK1;FADD;RAC1;HRG;SOS1;ATF6;SQSTM1
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)	6/15	1.7984705164007225E-8	3.2777125161403166E-6	0	0	31.49606299212599	561.6927292400559	GSN;TRADD;TNFSF10;TNFRSF10B;RIPK1;FADD
protein deubiquitination (GO:0016579)	17/257	3.446663357904807E-8	6.0649390053062855E-6	0	0	5.208492907258188	89.498961395877	SMAD2;BECN1;RIPK2;USP4;AXIN1;TNFAIP3;FOXK2;NFKBIA;UCHL1;TNIP1;OTULIN;RIPK1;STAMBP;TAB1;MAP3K7;BIRC2;BIRC3
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	7/27	3.507062938064222E-8	5.965514057647242E-6	0	0	20.41411490230388	350.4266922887397	CRADD;TRADD;DAB2IP;TNFRSF10B;FADD;TNF;TNFRSF1A
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	7/28	4.625689828281783E-8	7.614482320555464E-6	0	0	19.68503937007874	332.46171716632114	ITCH;RIPK2;OTULIN;TNFAIP3;TAB2;TAB1;MAP3K7
regulation of MAPK cascade (GO:0043408)	15/203	5.26680654070018E-8	8.39891055537282E-6	0	0	5.818238237461697	97.50934720091985	NGFR;MAP2K2;SYK;CAV1;FLT4;DAB2IP;TNFRSF10B;TNFRSF1B;TNFRSF1A;KDR;DAG1;NF1;PTPN6;PAK2;MET
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	9/59	5.388469325302365E-8	8.332533020308474E-6	0	0	12.011210463098893	201.02465561434545	TRADD;CAV1;MADD;TNFSF10;TNFRSF10B;RIPK1;BCL10;FADD;PAK2
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	10/80	6.902055348830257E-8	1.0359173072082589E-5	0	0	9.84251968503937	162.29194389826304	BECN1;KDR;DAB2IP;TSC2;HCLS1;PIP4K2B;PTPN6;PIP4K2C;STAMBP;DCN
positive regulation of macroautophagy (GO:0016239)	8/44	7.236252983668453E-8	1.0550456850188604E-5	0	0	14.316392269148176	235.38406893656276	TBK1;KDR;TSC2;PIP4K2B;PIP4K2C;MAP3K7;DCN;OPTN
regulation of cell proliferation (GO:0042127)	29/740	7.84980893688777E-8	1.1127104168038414E-5	0	0	3.085762928282614	50.48367258985129	BMPR2;FLT4;PRDX3;UFL1;GRK5;KDR;UTP20;NGFR;SYK;TNFSF13;DAB2IP;TSC2;TNFRSF10B;CDC6;BMX;TNFRSF1B;TNFRSF1A;ADAM17;AGTR1;HCLS1;BIRC5;STRN;PTPN6;STAMBP;BIRC7;HRG;NOX1;BIRC2;BMPR1A
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097296)	5/11	1.378669662332532E-7	1.901446293752138E-5	0	0	35.79098067287044	565.3892852380424	TRADD;TNFSF10;TNFRSF10B;RIPK1;FADD
toll-like receptor signaling pathway (GO:0002224)	10/86	1.3885907013840103E-7	1.864731144516475E-5	0	0	9.155832265152902	144.5688180007331	TNIP1;RIPK2;RIPK1;TAB2;BCL10;FADD;TAB1;MAP3K7;BIRC2;BIRC3
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)	9/68	1.9132840809512201E-7	2.5034586320754044E-5	0	0	10.421491431218158	161.2129113497043	NGFR;BIRC5;TNFRSF10B;BIRC7;TNFRSF1B;PAK2;BIRC2;CD44;BIRC3
positive regulation of JUN kinase activity (GO:0043507)	8/50	2.0525992918449651E-7	2.6186035465712144E-5	0	0	12.598425196850394	194.00300741710635	DBNL;AXIN1;DAB2IP;RIPK1;BIRC7;PKN1;TNF;MAP3K7
regulation of cellular component organization (GO:0051128)	12/140	2.3512902820218E-7	2.9264961729651818E-5	0	0	6.749156355455568	103.0132604092168	LATS1;STRIP1;HSPA8;ITCH;RAB5C;NCLN;GSN;AGTR1;DAB2IP;TSC2;HRG;RAB5A
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	9/70	2.469766064600809E-7	3.0007657684899833E-5	0	0	10.123734533183352	154.02221590486542	CDC42;NRP1;BMPR2;FLT4;KDR;DAB2IP;RAC1;PIK3R1;PAK2
protein modification by small protein removal (GO:0070646)	16/261	2.4884412170022463E-7	2.953143146595922E-5	0	0	4.826982834042297	73.40122076220716	SMAD2;BECN1;RIPK2;USP4;AXIN1;TNFAIP3;FOXK2;NFKBIA;UCHL1;TNIP1;RIPK1;STAMBP;TAB1;MAP3K7;BIRC2;BIRC3
regulation of signal transduction (GO:0009966)	15/233	3.1839500975251645E-7	3.692658488107026E-5	0	0	5.069108850664053	75.8337318237986	FLT4;AXIN1;TSC2;GRK1;SHARPIN;NCLN;GRK5;GRK6;KDR;BIRC5;BIRC7;MET;BIRC2;SOCS5;BIRC3
regulation of protein complex assembly (GO:0043254)	9/73	3.5667738520788383E-7	4.044721548257403E-5	0	0	9.707690648258009	144.12458992517375	LATS1;CDC42;HSPA8;NCLN;GSN;DAB2IP;HRG;TNF;LCMT1
cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	6/24	4.3941447023662993E-7	4.8746348730815706E-5	0	0	19.68503937007874	288.1461170419232	ITCH;RIPK2;TNFAIP3;TAB2;TAB1;MAP3K7
positive regulation of MAP kinase activity (GO:0043406)	13/177	4.445504029589815E-7	4.826682353829112E-5	0	0	5.783175408158726	84.58589401093651	MAP2K2;RIPK2;KIDINS220;DAB2IP;CXCR4;TNF;STK3;MADD;TAB2;PLCG1;TAB1;MAP3K7;MAP3K14
regulation of intracellular signal transduction (GO:1902531)	20/422	5.04416954997895E-7	5.3625827528213715E-5	0	0	3.7317610180244056	54.11002208915058	RALBP1;BLM;DAB2IP;RPA1;RPA2;RHOC;TNF;CDC42;RPA3;ARHGDIA;PIP4K2B;PIP4K2C;RAC1;SOS1;PAK2;SQSTM1;OPTN;BIRC2;ATR;BIRC3
positive regulation of apoptotic signaling pathway (GO:2001235)	9/76	5.063743617420967E-7	5.273527281571264E-5	0	0	9.324492333195193	135.16774384876229	GSN;CRADD;CAV1;TNFSF10;DAB2IP;RIPK1;BCL10;FADD;PAK2
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	9/76	5.063743617420967E-7	5.168056735939839E-5	0	0	9.324492333195193	135.16774384876229	TRADD;TNFSF10;TNFAIP3;TNFRSF10B;RIPK1;FADD;TNF;GATA1;MCL1
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	7/39	5.334169915741633E-7	5.337307662750892E-5	0	0	14.13284877851807	204.134335944687	TRADD;MADD;TNFSF10;TNFAIP3;TNFRSF10B;RIPK1;FADD
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	6/25	5.720523567322738E-7	5.6138138007784485E-5	0	0	18.89763779527559	271.6353130772929	ITCH;RIPK2;TNFAIP3;TAB2;TAB1;MAP3K7
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	14/215	6.913401632463333E-7	6.656431798200074E-5	0	0	5.127266068485626	72.72839187165573	CRADD;RIPK3;RIPK2;TRADD;BCL10;TNF;STK3;PRDX3;NFKBIA;RIPK1;TAB2;RBCK1;TAB1;MAP3K7
inflammatory response (GO:0006954)	15/252	8.631560599939492E-7	8.156824766942821E-5	0	0	4.6869141357330335	65.4418369325065	NGFR;SYK;RIPK2;PLA2G4B;CXCR4;TNFRSF10B;TACR1;TNFRSF1B;TNF;TNFRSF1A;ITCH;TBK1;TOLLIP;RAC1;NOX1
protein complex assembly (GO:0006461)	13/189	9.387007920731116E-7	8.709436621725615E-5	0	0	5.415989667958172	75.16726979939035	BLM;DBNL;TRADD;AXIN1;MLC1;TNFAIP3;BCL10;TNF;TNFRSF1A;GORASP1;TMED2;RIPK1;FADD
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	6/28	1.1786605774995634E-6	1.0740544512464772E-4	0	0	16.87289088863892	230.33405851550438	CAV1;TNFSF10;RIPK1;BCL10;FADD;PAK2
T cell receptor signaling pathway (GO:0050852)	12/163	1.209683724083722E-6	1.0829852708770585E-4	0	0	5.79682140959374	78.9825706057336	NFKBIA;RIPK2;TAB2;RBCK1;PIK3R1;BCL10;PLCG1;BTRC;BMX;MAP3K7;PAK2;CD276
regulation of necroptotic process (GO:0060544)	5/16	1.2373964635260833E-6	1.088695543685104E-4	0	0	24.606299212598426	334.7072099370388	RIPK3;TRADD;RIPK1;BIRC2;BIRC3
semaphorin-plexin signaling pathway (GO:0071526)	6/29	1.4704055835174158E-6	1.2717762190998937E-4	0	0	16.29106706489275	218.78857922466963	NRP1;ARHGDIA;SEMA4C;PLXNA2;RAC1;MET
activation of JUN kinase activity (GO:0007257)	6/30	1.8185540163155245E-6	1.5466801908763537E-4	0	0	15.748031496062994	208.14911605015968	DBNL;AXIN1;DAB2IP;RIPK1;PKN1;BIRC7
positive regulation of autophagy (GO:0010508)	8/67	2.07041616095848E-6	1.7320219130116595E-4	0	0	9.401809848395816	123.04863957647034	TBK1;DAPK1;KDR;TSC2;MAP3K7;DCN;OPTN;TPCN1
regulation of autophagy (GO:0010506)	13/203	2.0925931417303996E-6	1.722339161653263E-4	0	0	5.042473139133471	65.94095838181347	DAPK1;DCN;TPCN1;UCHL1;RHEB;CASP3;PIP4K2B;TAB2;PIP4K2C;PRKACA;MET;OPTN;MCL1
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	6/31	2.2311448872784434E-6	1.8072273586955393E-4	0	0	15.24003048006096	198.31845113341842	TRADD;TNFSF10;TNFAIP3;TNFRSF10B;RIPK1;FADD
regulation of macroautophagy (GO:0016241)	10/116	2.2928499650793646E-6	1.8281895893437498E-4	0	0	6.78794461037198	88.14631406423734	UCHL1;TBK1;RHEB;CASP3;KDR;TSC2;PRKACA;MAP3K7;RAB5A;DCN
interstrand cross-link repair (GO:0036297)	7/48	2.316687371377626E-6	1.8187777932523116E-4	0	0	11.482939632545932	148.99541625438354	RAD51;FANCD2;RPA3;RNF8;RPA1;RPA2;ATR
cellular response to mechanical stimulus (GO:0071260)	7/48	2.316687371377626E-6	1.7912205539606099E-4	0	0	11.482939632545932	148.99541625438354	CRADD;CASP2;TNFRSF10B;BCL10;FADD;MAP3K14;TNFRSF1A
peptidyl-serine phosphorylation (GO:0018105)	11/145	2.524724543434759E-6	1.9229357231563546E-4	0	0	5.973391257127342	76.99330139661461	LATS1;TBK1;MAP2K2;AKT3;RIPK1;CSNK1E;PKN1;PRKACA;PAK2;CSNK1A1L;ATR
protein autophosphorylation (GO:0046777)	12/175	2.5540058109220044E-6	1.9166311254610277E-4	0	0	5.399325084364455	69.5316851750689	GRK1;MAP2K2;GRK5;RIPK3;SYK;DAPK1;FLT4;KDR;RIPK1;BMX;PAK2;ATR
positive regulation of endothelial cell migration (GO:0010595)	8/70	2.9000235469805912E-6	2.1447565449626024E-4	0	0	8.998875140607424	114.74278246439893	NRP1;ADAM17;BMPR2;FLT4;AKT3;KDR;PLCG1;MET
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	10/121	3.364570262940015E-6	2.452771721683271E-4	0	0	6.507451031430989	82.00826648608019	NFKBIA;MUC1;SYK;TAB2;BCL10;TAB1;BTRC;PRKACA;MAP3K7;PAK2
Fc-epsilon receptor signaling pathway (GO:0038095)	12/182	3.838982954701613E-6	2.759201410963709E-4	0	0	5.191658734965822	64.74155792329248	NFKBIA;SYK;TAB2;PIK3R1;BCL10;PLCG1;TAB1;RAC1;BTRC;SOS1;MAP3K7;PAK2
Fc receptor signaling pathway (GO:0038093)	12/183	4.06271422745008E-6	2.8794487087052445E-4	0	0	5.163289015102621	64.0953105913926	NFKBIA;SYK;TAB2;PIK3R1;BCL10;PLCG1;TAB1;RAC1;BTRC;SOS1;MAP3K7;PAK2
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	10/124	4.197320544398832E-6	2.9340995531598957E-4	0	0	6.3500127000254	78.61991492177378	NFKBIA;MUC1;SYK;TAB2;BCL10;TAB1;BTRC;PRKACA;MAP3K7;PAK2
response to lipopolysaccharide (GO:0032496)	11/155	4.826040394595731E-6	3.3280113694083804E-4	0	0	5.588011176022352	68.40555063578212	PRDX3;NGFR;ZFP36;ADAM17;TNIP1;NFKBIL1;DAB2IP;TNFRSF10B;TNFAIP3;TNFRSF1B;TNFRSF1A
cellular response to alkaloid (GO:0071312)	5/21	5.4727040451083816E-6	3.723627832291743E-4	0	0	18.747656542932134	227.1416895895421	BLM;CASP7;RAD51;CASP3;TNF
regulation of protein ubiquitination (GO:0031396)	9/101	5.63473714551885E-6	3.7834294281029857E-4	0	0	7.01644967646371	84.80474041074801	LATS1;UFL1;USP4;RIPK2;CAV1;AXIN1;TNFAIP3;BCL10;BIRC3
regulation of Rho protein signal transduction (GO:0035023)	7/57	7.548202167591299E-6	5.002399436521871E-4	0	0	9.66984390109131	114.04808402527915	NRP1;LPAR6;ARHGDIA;RAC1;LPAR4;MET;SCAI
inhibition of cysteine-type endopeptidase activity involved in apoptotic process (GO:1990001)	4/11	7.816259080864981E-6	5.113637190981282E-4	0	0	28.632784538296352	336.70163196199064	BIRC5;BIRC7;BIRC2;BIRC3
positive regulation of cell junction assembly (GO:1901890)	5/23	8.86363426274551E-6	5.725458942125359E-4	0	0	17.117425539198905	199.13648904112384	NRP1;CAV1;KDR;RAC1;HRG
regulation of inflammatory response (GO:0050727)	11/166	9.303128294971639E-6	5.934232961155035E-4	0	0	5.217721278816052	60.44813500815697	NFKBIA;GPRC5B;FNDC4;SHARPIN;TNIP1;OTULIN;AGTR1;TNFAIP3;BIRC2;TNFRSF1A;BIRC3
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	8/82	9.604143873945564E-6	6.050610640585706E-4	0	0	7.681966583445362	88.75218666479796	NFKBIA;UFL1;ITCH;NFKBIL1;OTULIN;DAB2IP;TNFAIP3;RBCK1
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	8/83	1.051323654794469E-5	6.542566598068506E-4	0	0	7.589412769186985	86.99649347201073	LATS1;TBK1;RIPK2;CAV1;AXIN1;HCLS1;TNF;CD44
cellular response to growth factor stimulus (GO:0071363)	10/139	1.1604101666815533E-5	7.134425398284297E-4	0	0	5.664759530957911	64.37518795889653	NRP1;ZFP36;BMPR2;KIDINS220;FLT4;KDR;DAB2IP;PLCG1;CD44;BMPR1A
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	8/85	1.2550292950779513E-5	7.624302967598554E-4	0	0	7.410838351088467	83.63699156992921	NRP1;RIPK2;HCLS1;PTPN6;HRG;GATA1;PAK2;CD44
regulation of peptidyl-serine phosphorylation (GO:0033135)	8/86	1.3687379172195999E-5	8.217258343025433E-4	0	0	7.324665812122322	82.02919888686056	LATS1;TBK1;RIPK2;CAV1;AXIN1;HCLS1;TNF;CD44
regulation of necrotic cell death (GO:0010939)	4/13	1.6599245306639735E-5	9.849528930207276E-4	0	0	24.227740763173838	266.6542296084969	TRADD;RIPK1;BIRC2;BIRC3
negative regulation of signal transduction (GO:0009968)	14/283	1.677456264282178E-5	9.839148639806843E-4	0	0	3.895272808213461	42.83104456295896	NFKBIL1;FLT4;DAB2IP;AXIN1;TSC2;TNFAIP3;DCN;NKD2;MMP14;KDR;BTRC;HRG;MET;SOCS5
positive regulation of MAPK cascade (GO:0043410)	14/289	2.1181593429352657E-5	0.0012282917189771205	0	0	3.814402092472005	41.052037116961884	NGFR;NRP1;FLT4;SEMA4C;DAB2IP;TNFRSF10B;HTR2C;TNFRSF1B;TNF;TNFRSF1A;GLIPR2;KDR;MET;CD44
positive regulation of endothelial cell proliferation (GO:0001938)	7/67	2.2290042687280738E-5	0.0012780459307100405	0	0	8.22658361734634	88.11798503745679	NRP1;ADAM17;BMPR2;FLT4;AKT3;KDR;AGTR1
cellular response to interleukin-1 (GO:0071347)	10/150	2.25573571198872E-5	0.0012790021486976044	0	0	5.2493438320209975	56.165088121459625	NFKBIA;RIPK2;TOLLIP;DAB2IP;RC3H1;TAB2;TAB1;BTRC;MAP3K7;SQSTM1
antigen receptor-mediated signaling pathway (GO:0050851)	13/257	2.666886890161711E-5	0.0014955081099445285	0	0	3.982965164373909	41.94864340520552	SYK;RIPK2;PIK3R1;BCL10;BMX;NFKBIA;TAB2;RBCK1;PLCG1;BTRC;PAK2;MAP3K7;CD276
regulation of endothelial cell migration (GO:0010594)	7/69	2.706376423406386E-5	0.0015011564009394338	0	0	7.988131918292823	84.01369835173294	NRP1;BMPR2;FLT4;KDR;DAB2IP;NF1;DCN
interleukin-1-mediated signaling pathway (GO:0070498)	8/95	2.8424747511297958E-5	0.0015596934037650913	0	0	6.630750103605471	69.4123524309667	NFKBIA;RIPK2;TOLLIP;TAB2;TAB1;BTRC;MAP3K7;SQSTM1
TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	5/29	2.939420783313282E-5	0.0015957302401327317	0	0	13.57588922074396	141.6605065911977	TBK1;RIPK1;FADD;BIRC2;BIRC3
calcium-mediated signaling (GO:0019722)	7/70	2.9748643884471583E-5	0.0015979718920258786	0	0	7.874015748031497	82.06871661989643	EDNRB;PLA2G4B;KDR;AGTR1;CXCR4;PLCG1;PRKACA
Ras protein signal transduction (GO:0007265)	12/223	2.9802786589838024E-5	0.0015842043746660773	0	0	4.237138519120088	44.15483348369861	RAB2A;CDC42;NGFR;DBNL;RAB5C;AGTR1;NF1;RAC1;RHOC;SOS1;PAK2;RAB5A
inhibition of cysteine-type endopeptidase activity (GO:0097340)	4/15	3.106120372082532E-5	0.0016340754905914598	0	0	20.99737532808399	217.9433277963196	BIRC5;BIRC7;BIRC2;BIRC3
