Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular senescence	3/160	0.11915122490164037	1.0	0	0	2.5	5.3184044878938375	CCNA2;TP53;HIPK2
Hepatitis B	3/163	0.12407187570581577	1.0	0	0	2.4539877300613497	5.1212128552546154	CCNA2;TRAF6;TP53
Hepatocellular carcinoma	3/168	0.13243400485337495	1.0	0	0	2.380952380952381	4.813501986227392	GSTM4;SMARCC1;TP53
Colorectal cancer	2/86	0.13620847631986266	1.0	0	0	3.10077519379845	6.181608225869698	TP53;BBC3
Influenza A	3/171	0.13754408212193445	1.0	0	0	2.3391812865497075	4.640493136854727	HSPA6;HSPA2;HSPA1B
One carbon pool by folate	1/20	0.1398398929473613	1.0	0	0	6.666666666666667	13.115047550745391	DHFR
IL-17 signaling pathway	2/93	0.15428498844115565	1.0	0	0	2.8673835125448033	5.3590073476080775	TRAF6;S100A8
Axon guidance	3/181	0.15504633102620963	1.0	0	0	2.2099447513812156	4.119406180952541	MYL9;EPHA3;PTK2
Mismatch repair	1/23	0.15906871652292234	1.0	0	0	5.797101449275362	10.657501395565626	RFC1
Folate biosynthesis	1/26	0.17787048350933643	1.0	0	0	5.128205128205129	8.854869816761857	DHFR
Focal adhesion	3/199	0.1881412952651793	1.0	0	0	2.0100502512562812	3.3579136238802927	LAMA4;MYL9;PTK2
Epstein-Barr virus infection	3/201	0.19192761055146706	1.0	0	0	1.9900497512437811	3.2848497640302488	CCNA2;TRAF6;TP53
Nicotinate and nicotinamide metabolism	1/30	0.20229145103244892	1.0	0	0	4.444444444444445	7.102425753609883	PNP
Leukocyte transendothelial migration	2/112	0.20525876286377726	1.0	0	0	2.380952380952381	3.770199614165151	MYL9;PTK2
Regulation of actin cytoskeleton	3/214	0.2169806809487652	1.0	0	0	1.8691588785046729	2.855975621104242	TMSB4X;MYL9;PTK2
Neurotrophin signaling pathway	2/119	0.22449645099687868	1.0	0	0	2.2408963585434174	3.347664717987537	TRAF6;TP53
AMPK signaling pathway	2/120	0.22725696040012605	1.0	0	0	2.2222222222222223	3.2926087057114772	CCNA2;STK11
Alanine, aspartate and glutamate metabolism	1/35	0.23180663751386943	1.0	0	0	3.8095238095238098	5.5689589098202825	CAD
Human papillomavirus infection	4/330	0.23571626615800306	1.0	0	0	1.6161616161616161	2.3355579140132243	CCNA2;LAMA4;TP53;PTK2
African trypanosomiasis	1/37	0.24330664606541025	1.0	0	0	3.603603603603604	5.0934512188331675	LAMA4
Thyroid cancer	1/37	0.24330664606541025	1.0	0	0	3.603603603603604	5.0934512188331675	TP53
Ferroptosis	1/40	0.2602367743712585	1.0	0	0	3.3333333333333335	4.48721130572291	TP53
Bladder cancer	1/41	0.26579610894020866	1.0	0	0	3.2520325203252036	4.3090269003618795	TP53
Homologous recombination	1/41	0.26579610894020866	1.0	0	0	3.2520325203252036	4.3090269003618795	BRCC3
PI3K-Akt signaling pathway	4/354	0.27502365512403565	1.0	0	0	1.5065913370998116	1.944855994549302	STK11;LAMA4;TP53;PTK2
Apoptosis	2/143	0.29107246987038526	1.0	0	0	1.864801864801865	2.3015067700886216	TP53;BBC3
Ether lipid metabolism	1/47	0.29829126476995105	1.0	0	0	2.8368794326241136	3.43173013124201	PAFAH1B3
mTOR signaling pathway	2/152	0.315961365803397	1.0	0	0	1.7543859649122806	2.0212900578691833	STK11;NPRL3
Amyotrophic lateral sclerosis (ALS)	1/51	0.3191568786941822	1.0	0	0	2.6143790849673203	2.9858104950128364	TP53
Cushing syndrome	2/155	0.324218276468499	1.0	0	0	1.7204301075268817	1.9377863177891197	CDKN2C;WDR5
Hepatitis C	2/155	0.324218276468499	1.0	0	0	1.7204301075268817	1.9377863177891197	TRAF6;TP53
Wnt signaling pathway	2/158	0.3324501364057541	1.0	0	0	1.6877637130801688	1.858675773551372	CHD8;TP53
Fanconi anemia pathway	1/54	0.33440055490417686	1.0	0	0	2.4691358024691357	2.7047302181988258	WDR48
Hippo signaling pathway	2/160	0.33792264481951856	1.0	0	0	1.6666666666666667	1.8082304519543628	SMAD7;BBC3
Endometrial cancer	1/58	0.35419930958181495	1.0	0	0	2.2988505747126435	2.3859666732595364	TP53
VEGF signaling pathway	1/59	0.35905689343689934	1.0	0	0	2.2598870056497176	2.3147444644293502	PTK2
Steroid hormone biosynthesis	1/60	0.3638781812849406	1.0	0	0	2.2222222222222223	2.2465247425743136	SULT1E1
Tight junction	2/170	0.3650694564176415	1.0	0	0	1.5686274509803921	1.5806551403099685	STK11;MYL9
Basal cell carcinoma	1/63	0.3781269522835974	1.0	0	0	2.1164021164021163	2.0582545759710063	TP53
NOD-like receptor signaling pathway	2/178	0.3864830811933194	1.0	0	0	1.4981273408239701	1.4242205038435707	TRAF6;BRCC3
Central carbon metabolism in cancer	1/65	0.3874495387791655	1.0	0	0	2.0512820512820515	1.9449634075360032	TP53
Mitophagy	1/65	0.3874495387791655	1.0	0	0	2.0512820512820515	1.9449634075360032	TP53
Tuberculosis	2/179	0.3891383610598019	1.0	0	0	1.4897579143389201	1.406063783457542	NFYB;TRAF6
MicroRNAs in cancer	3/299	0.3893727660928784	1.0	0	0	1.3377926421404682	1.261830269723109	IGF2BP1;TP53;BCL2L2
Non-small cell lung cancer	1/66	0.3920586384466847	1.0	0	0	2.0202020202020203	1.8916037626356148	TP53
Adipocytokine signaling pathway	1/69	0.4056802497190504	1.0	0	0	1.9323671497584543	1.7433623032634635	STK11
RIG-I-like receptor signaling pathway	1/70	0.4101530706521534	1.0	0	0	1.9047619047619049	1.697571135057005	TRAF6
Chemokine signaling pathway	2/190	0.417999453463735	1.0	0	0	1.4035087719298245	1.224245830121069	CCL18;PTK2
Melanoma	1/72	0.41899864214204074	1.0	0	0	1.8518518518518519	1.610902962548834	TP53
Huntington disease	2/193	0.4257532458685125	1.0	0	0	1.3816925734024181	1.1798208436402586	TP53;BBC3
Bacterial invasion of epithelial cells	1/74	0.4277124328492392	1.0	0	0	1.801801801801802	1.5302778289784986	PTK2
Leishmaniasis	1/74	0.4277124328492392	1.0	0	0	1.801801801801802	1.5302778289784986	TRAF6
Metabolism of xenobiotics by cytochrome P450	1/74	0.4277124328492392	1.0	0	0	1.801801801801802	1.5302778289784986	GSTM4
Glioma	1/75	0.4320205209840812	1.0	0	0	1.777777777777778	1.4920572259346816	TP53
Pancreatic cancer	1/75	0.4320205209840812	1.0	0	0	1.777777777777778	1.4920572259346816	TP53
Pertussis	1/76	0.43629639306131807	1.0	0	0	1.7543859649122806	1.4551464315675642	TRAF6
Proteoglycans in cancer	2/201	0.44616479039721235	1.0	0	0	1.3266998341625207	1.070735535667496	TP53;PTK2
RNA degradation	1/79	0.448933097070312	1.0	0	0	1.6877637130801688	1.3516985766073792	MPHOSPH6
Chemical carcinogenesis	1/82	0.46128836616303565	1.0	0	0	1.6260162601626018	1.2581006640866768	GSTM4
ECM-receptor interaction	1/82	0.46128836616303565	1.0	0	0	1.6260162601626018	1.2581006640866768	LAMA4
ErbB signaling pathway	1/85	0.4733684270656128	1.0	0	0	1.5686274509803921	1.1731471029260943	PTK2
Human immunodeficiency virus 1 infection	2/212	0.4735623525287809	1.0	0	0	1.2578616352201257	0.9402159631430654	TRAF6;PTK2
TGF-beta signaling pathway	1/90	0.49290676806530787	1.0	0	0	1.4814814814814816	1.0480521988928355	SMAD7
mRNA surveillance pathway	1/91	0.49672715015628066	1.0	0	0	1.4652014652014653	1.025222560127522	WDR33
Human cytomegalovirus infection	2/225	0.5048752603982143	1.0	0	0	1.1851851851851851	0.8100075725404439	TP53;PTK2
NF-kappa B signaling pathway	1/95	0.5117248767945496	1.0	0	0	1.4035087719298245	0.9403061731614476	TRAF6
Prostate cancer	1/97	0.5190563965732178	1.0	0	0	1.3745704467353952	0.9013645880442286	TP53
Progesterone-mediated oocyte maturation	1/99	0.5262785551221917	1.0	0	0	1.3468013468013469	0.864544961539118	CCNA2
Ribosome biogenesis in eukaryotes	1/101	0.5333929729658149	1.0	0	0	1.3201320132013201	0.8296988004796613	GTPBP4
Chagas disease (American trypanosomiasis)	1/103	0.5404012467225968	1.0	0	0	1.2944983818770226	0.7966904412454637	TRAF6
Toll-like receptor signaling pathway	1/104	0.5438660721374213	1.0	0	0	1.2820512820512822	0.7808362222564265	TRAF6
Thyroid hormone signaling pathway	1/116	0.5834742398817947	1.0	0	0	1.1494252873563218	0.619258592895518	TP53
Sphingolipid signaling pathway	1/119	0.592830249536587	1.0	0	0	1.1204481792717087	0.5858231687048144	TP53
Osteoclast differentiation	1/127	0.6167714022488652	1.0	0	0	1.0498687664041995	0.5073562441098814	TRAF6
Vascular smooth muscle contraction	1/132	0.6310189898022078	1.0	0	0	1.0101010101010102	0.4650700223434925	MYL9
FoxO signaling pathway	1/132	0.6310189898022078	1.0	0	0	1.0101010101010102	0.4650700223434925	STK11
Signaling pathways regulating pluripotency of stem cells	1/139	0.6500857864650295	1.0	0	0	0.9592326139088729	0.4130944322532098	KAT6A
Breast cancer	1/147	0.6706805357984857	1.0	0	0	0.9070294784580499	0.3623241333554909	TP53
Gastric cancer	1/149	0.6756382083759032	1.0	0	0	0.8948545861297539	0.3508702826999409	TP53
Oxytocin signaling pathway	1/153	0.6853322214363156	1.0	0	0	0.8714596949891068	0.32928240827392996	MYL9
RNA transport	1/165	0.7127208953952158	1.0	0	0	0.8080808080808081	0.2736689990007358	PRMT5
cGMP-PKG signaling pathway	1/166	0.7148934010988786	1.0	0	0	0.8032128514056226	0.26957577251024295	MYL9
Alcoholism	1/180	0.7436490151414503	1.0	0	0	0.7407407407407408	0.21939711800150707	HDAC9
Kaposi sarcoma-associated herpesvirus infection	1/186	0.7550728893228256	1.0	0	0	0.7168458781362008	0.201391392289296	TP53
cAMP signaling pathway	1/212	0.7990095372719282	1.0	0	0	0.6289308176100629	0.14112100426198332	MYL9
Thermogenesis	1/231	0.8260761915692074	1.0	0	0	0.5772005772005773	0.11028471463546592	SMARCC1
Herpes simplex virus 1 infection	2/492	0.8868615302759847	1.0	0	0	0.5420054200542006	0.06507664988219795	TRAF6;TP53
Cytokine-cytokine receptor interaction	1/294	0.8924428036920948	1.0	0	0	0.45351473922902497	0.05160673600043522	CCL18
