Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
enzyme linked receptor protein signaling pathway (GO:0007167)	24/120	1.1552590948800675E-24	5.359351964702713E-22	0	0	20.0	1102.354351769377	LYN;PTPRU;SYK;SHC1;SRC;FLT4;INSRR;FRS2;PIK3CB;TYK2;BMX;PTK2;PTPRF;PTPRD;LCK;ERBB2;KDR;GRB2;CSK;FYN;IL6ST;JAK2;JAK3;JAK1
negative regulation of signal transduction (GO:0009968)	30/283	3.455798836966543E-22	1.4695784554200223E-19	0	0	10.60070671378092	523.8531986238609	ALK;FLT4;TNFAIP3;ARRB1;THBS1;EGFR;IGF1R;SOCS3;RGS2;SOCS1;UBB;ERBB2;KDR;GRB10;EPHB2;SNCA;LYN;PDGFRB;NTRK1;PTPN1;PRKCB;AHSG;INSRR;DAB2IP;TSC2;MMP14;HGS;NEDD4;MDFI;EPHA2
epidermal growth factor receptor signaling pathway (GO:0007173)	17/57	4.929170166888579E-21	1.9348888739717243E-18	0	0	29.82456140350877	1394.570135326822	SHC1;SRC;CBLB;PTPN11;PIK3R1;CBL;EGFR;PTK2;NRAS;PIK3CA;NCK2;AKT1;CSK;KRAS;GRB2;PLCG1;HRAS
regulation of MAPK cascade (GO:0043408)	25/203	3.14569854057792E-20	1.1466071180406517E-17	0	0	12.31527093596059	553.025441907883	ALK;SHC1;FLT4;DUSP19;PIK3R2;EGFR;IGF1R;ERBB2;DAG1;KDR;MAPK1;EPHB2;HRAS;MAPK3;LYN;PDGFRB;NTRK1;SYK;INSRR;STYX;DAB2IP;TNFRSF10B;HGS;PTPN6;EPHA2
cytokine-mediated signaling pathway (GO:0019221)	39/633	4.5160298344170716E-20	1.5363533496686878E-17	0	0	6.161137440758293	274.44212885973684	SHC1;TRADD;CAMK2A;INPPL1;FASLG;PIK3R1;PIK3CB;CBL;SOCS3;SOCS1;UBB;S1PR1;AKT1;TRIM25;RIPK1;FYN;IKBKG;JAK2;JAK3;CAMK2G;JAK1;MAPK3;STAT5B;HSP90AA1;SYK;TNFSF13;STAT3;TNFRSF10B;MSN;PTPN11;TYK2;VAV1;PIK3CA;TRAF3;GRB2;PTPN6;IL6ST;MAP3K14;BIRC2
regulation of ERK1 and ERK2 cascade (GO:0070372)	26/247	2.947333681274935E-19	9.400152359716246E-17	0	0	10.526315789473683	449.13911412734643	ALK;APP;PTPRR;SHC1;FLT4;ARRB1;EGFR;IGF1R;ERBB2;KDR;EPHB2;HRAS;MAPK3;LYN;PDGFRB;NTRK1;PTPN1;SYK;INSRR;STYX;DAB2IP;PTPN11;TNIP1;PTPN6;EZR;EPHA2
MAPK cascade (GO:0000165)	27/278	4.742432610384289E-19	1.4235666829877074E-16	0	0	9.712230215827338	409.7839197679451	SHC1;CAMK2A;EGFR;NRAS;MAPK8;UBB;ERBB2;KDR;MAPK1;MBP;FYN;IKBKG;JAK2;MAP2K7;JAK3;HRAS;CAMK2G;JAK1;MAP4K4;MAPK3;PDGFRB;DAB2IP;FRS2;PTK2;RASA1;GRB2;KRAS
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	24/204	5.523158672122032E-19	1.565815483546596E-16	0	0	11.76470588235294	494.5901982005249	PRKCB;SLC20A1;TRADD;DAB2IP;TNFRSF10B;TNFAIP3;FASLG;CFLAR;RHOA;MTDH;PPM1A;GJA1;CASP8;UBB;TNIP1;CASP10;TRIM25;RIPK1;FADD;IKBKG;ECT2;MAP3K14;OPTN;BIRC2
regulation of protein kinase B signaling (GO:0051896)	22/163	8.544135349705838E-19	2.29477487839731E-16	0	0	13.496932515337424	561.5246479464171	PDGFRB;SRC;TSC2;FRS2;PIK3R2;PTPN11;PIK3R1;PIK3CB;THBS1;PTK2;TGFBR1;VAV1;EGFR;MTDH;PIK3CA;LCK;ERBB2;DAG1;AKT1;GRB2;FYN;EPHA2
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	22/163	8.544135349705838E-19	2.1800361344774445E-16	0	0	13.496932515337424	561.5246479464171	APP;PRKCB;SLC20A1;TRADD;TNFRSF10B;FASLG;CFLAR;RHOA;MTDH;PPM1A;GJA1;CASP8;UBB;CASP10;AKT1;TRIM25;RIPK1;FADD;IKBKG;ECT2;MAP3K14;BIRC2
positive regulation of phosphorylation (GO:0042327)	24/208	8.749533024462117E-19	2.1261365249442943E-16	0	0	11.538461538461538	479.7705742681662	LYN;PDGFRB;ALK;NTRK1;APP;PRKAA1;PRKAA2;FLT4;INSRR;ARRB1;THBS1;PTK2;EGFR;MTOR;IGF1R;ERBB2;KDR;AKT1;RIPK1;KRAS;EPHB2;HRAS;EPHA2;MAPK3
phosphorylation (GO:0016310)	30/386	2.499721042795336E-18	5.798216582447545E-16	0	0	7.772020725388601	315.0027398792205	ALK;APP;GSK3B;PRKAA1;PRKAA2;CAMK2A;PIK3CB;MAPK8;ERBB2;AKT1;MAPK1;FYN;CSK;EPHB2;JAK2;JAK3;JAK1;MAP4K4;MAPK3;LYN;NTRK1;SYK;PRKCB;STAT3;TYK2;BMX;TGFBR1;MTOR;PIK3CA;LCK
cellular response to cytokine stimulus (GO:0071345)	32/456	3.4150509677568636E-18	7.576958734114468E-16	0	0	7.017543859649122	282.2339596933955	GSK3B;SHC1;INPPL1;FASLG;PIK3R1;PIK3CB;CBL;SYNCRIP;SOCS3;MAPK8;SOCS1;UBB;S1PR1;AKT1;RIPK1;FYN;JAK2;JAK3;JAK1;STAT5B;HSP90AA1;STAT3;DAB2IP;PTPN11;TYK2;VAV1;RHOA;PIK3CA;GRB2;PTPN6;IL6ST;NFE2L2
positive regulation of MAP kinase activity (GO:0043406)	22/177	5.247275983637066E-18	1.1157020560208312E-15	0	0	12.429378531073446	494.5503373042238	PDGFRB;ALK;NTRK1;PRKAA1;GADD45B;SHC1;DUSP19;DAB2IP;FRS2;PIK3CB;THBS1;TGFBR1;EGFR;UBB;ERBB2;MAPK1;PLCG1;IKBKG;MAP2K7;MAP3K14;HRAS;MAPK3
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	16/70	8.413308990074714E-18	1.7173246310540505E-15	0	0	22.857142857142858	898.6678129898597	VAV3;HSP90AA1;ROCK1;SRC;FLT4;DAB2IP;PIK3R2;PIK3CB;PIK3R1;RHOA;VAV1;PTK2;PIK3CA;KDR;NCK2;FYN
regulation of cell proliferation (GO:0042127)	39/740	9.979465915265359E-18	1.9586620986768895E-15	0	0	5.27027027027027	206.31001107023397	APP;PTPRU;SHC1;SRC;FLT4;THBS1;EGFR;IGF1R;UFL1;KDR;NCK2;AKT1;FYN;CSK;JAK2;JAK3;HRAS;JAK1;LYN;PDGFRB;NTRK1;SYK;TNFSF13;DAB2IP;TSC2;TNFRSF10B;TYK2;BMX;PTK2;RHOA;TGFBR1;CCDC88A;HGS;LCK;GRB2;PTPN6;KRAS;IL6ST;BIRC2
activation of protein kinase activity (GO:0032147)	24/233	1.2555763200040561E-17	2.373039244807666E-15	0	0	10.300429184549357	400.8551268113009	ALK;NTRK1;PRKAA1;GADD45B;SHC1;DAB2IP;TNFRSF10B;FRS2;PIK3CB;THBS1;TGFBR1;MTOR;CCDC88A;UBB;AKT1;MAPK1;PLCG1;IKBKG;JAK2;ECT2;MAP2K7;MAP3K14;MAP4K4;MAPK3
positive regulation of protein phosphorylation (GO:0001934)	30/412	1.5309125327457588E-17	2.790088090929145E-15	0	0	7.281553398058252	281.92778589797246	ALK;APP;SHC1;SRC;FLT4;DUSP19;ARRB1;EGFR;IGF1R;ERBB2;KDR;AKT1;MAPK1;RIPK1;EPHB2;JAK2;HRAS;MAPK3;SNCA;LYN;PDGFRB;NTRK1;INSRR;DAB2IP;TNFRSF10B;PTK2;TGFBR1;MTOR;KRAS;EPHA2
regulation of cytokine-mediated signaling pathway (GO:0001959)	17/90	2.4763363569637258E-17	4.357498079167549E-15	0	0	18.88888888888889	722.257587336197	PTPN1;SYK;TRADD;TNFAIP3;PTPN11;TYK2;TRAF1;SOCS3;CASP8;SOCS1;UBB;RIPK1;PTPN6;IKBKG;JAK2;BIRC2;JAK1
ERBB2 signaling pathway (GO:0038128)	13/39	4.360505569179017E-17	7.417219973173509E-15	0	0	33.33333333333333	1255.7119524675504	PTPRR;HSP90AA1;SRC;SHC1;PIK3R1;EGFR;NRAS;UBB;PIK3CA;ERBB2;KRAS;GRB2;HRAS
peptidyl-tyrosine modification (GO:0018212)	14/51	5.89895692668136E-17	9.710444257049992E-15	0	0	27.450980392156865	1025.8203814271842	PDGFRB;LYN;NTRK1;SRC;FLT4;EGFR;PTK2;LCK;KDR;FYN;PTPN6;EPHB2;JAK2;JAK3
axon guidance (GO:0007411)	20/158	1.2635619712195936E-16	2.0149864809792456E-14	0	0	12.658227848101266	463.3851492910909	SHC1;SH3KBP1;SRC;FRS2;PTPN11;PIK3R1;PIK3CB;PTK2;NRAS;PIK3CA;GRB10;MAPK1;GRB2;FYN;KRAS;PLCG1;EPHB2;EZR;HRAS;MAPK3
Fc-epsilon receptor signaling pathway (GO:0038095)	21/182	1.4520214196349176E-16	2.245353122544541E-14	0	0	11.538461538461538	420.7892863822645	LYN;VAV3;SYK;SHC1;PIK3R2;PIK3R1;PIK3CB;VAV1;NRAS;MAPK8;UBB;PIK3CA;PLCG2;MAPK1;GRB2;KRAS;PLCG1;IKBKG;MAP2K7;HRAS;MAPK3
Fc receptor signaling pathway (GO:0038093)	21/183	1.6261598403424675E-16	2.4406746074316506E-14	0	0	11.475409836065573	417.1901331995378	LYN;VAV3;SYK;SHC1;PIK3R2;PIK3R1;PIK3CB;VAV1;NRAS;MAPK8;UBB;PIK3CA;PLCG2;MAPK1;GRB2;KRAS;PLCG1;IKBKG;MAP2K7;HRAS;MAPK3
positive regulation of protein kinase B signaling (GO:0051897)	18/127	5.794689296195947E-16	8.448656993853692E-14	0	0	14.173228346456693	497.2594907961119	PDGFRB;SRC;FRS2;PIK3R2;PTPN11;PIK3R1;PIK3CB;THBS1;PTK2;TGFBR1;VAV1;EGFR;MTDH;PIK3CA;LCK;ERBB2;GRB2;FYN
Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	18/133	1.3403833174400475E-15	1.8999933524712672E-13	0	0	13.533834586466165	463.47727349860395	LYN;VAV3;HSP90AA1;SYK;SRC;PIK3R2;PIK3R1;PIK3CB;PTK2;VAV1;PLD2;PIK3CA;PLCG2;MAPK1;GRB2;FYN;PLCG1;MAPK3
growth hormone receptor signaling pathway (GO:0060396)	10/20	1.3500403033755519E-15	1.8619609913852542E-13	0	0	50.0	1711.9320974276861	LYN;PTPN1;STAT5B;STAT3;MAPK1;PIK3R1;JAK2;JAK3;PTK2;MAPK3
Fc-gamma receptor signaling pathway (GO:0038094)	18/134	1.5349860197197418E-15	2.0613246470078534E-13	0	0	13.432835820895521	458.19745685714463	LYN;VAV3;HSP90AA1;SYK;SRC;PIK3R2;PIK3R1;PIK3CB;PTK2;VAV1;PLD2;PIK3CA;PLCG2;MAPK1;GRB2;FYN;PLCG1;MAPK3
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	18/135	1.7558233913110215E-15	2.297427375861575E-13	0	0	13.333333333333332	453.0111797223994	LYN;VAV3;HSP90AA1;SYK;SRC;PIK3R2;PIK3R1;PIK3CB;PTK2;VAV1;PLD2;PIK3CA;PLCG2;MAPK1;GRB2;FYN;PLCG1;MAPK3
regulation of protein phosphorylation (GO:0001932)	23/261	1.9312619302713254E-15	2.4638074075436433E-13	0	0	8.812260536398467	298.56469861414513	LYN;NTRK1;APP;FLT4;DAB2IP;ARRB1;PTK2;EGFR;MTOR;TTN;CCDC88A;IBTK;SOCS1;ERBB2;KDR;AKT1;RIPK1;FYN;KRAS;EPHB2;ECT2;HRAS;MAPK3
positive regulation of macromolecule metabolic process (GO:0010604)	23/276	6.49073064643726E-15	8.078584997260814E-13	0	0	8.333333333333332	272.23667741822203	APP;GSK3B;PTPN1;PRKAA1;ROCK1;STAT3;MSN;ARRB1;PIK3CB;TGFBR1;PPM1F;MTOR;TTN;MAPK8;HGS;AKT1;MAPK1;KRAS;EPHB2;EZR;NFE2L2;MAPK3;SNCA
axonogenesis (GO:0007409)	21/223	9.123076421550848E-15	1.108453785218428E-12	0	0	9.417040358744394	304.4337918100542	APP;SH3KBP1;SHC1;SRC;FRS2;PTPN11;PIK3R1;PIK3CB;PTK2;NRAS;PIK3CA;GRB10;MAPK1;GRB2;FYN;KRAS;PLCG1;EPHB2;EZR;HRAS;MAPK3
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	13/59	1.8252312042876794E-14	2.1660825198790765E-12	0	0	22.033898305084744	697.0310173951362	SRC;TRADD;TNFRSF10B;FASLG;TRAF1;CFLAR;NOL3;THBS1;TGFBR1;CASP8;RIPK1;FADD;BID
regulation of programmed cell death (GO:0043067)	22/268	3.5462131255101874E-14	4.112801268063292E-12	0	0	8.208955223880597	254.23389621114464	ALK;NTRK1;MOAP1;TRADD;TNFRSF10B;CFLAR;CASP8;UBB;CASP10;LCK;AKT1;CASP2;RIPK1;FYN;JAK2;BID;MAP2K7;JAK3;MAP3K14;BIRC2;CTSB;MAP4K4
JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397)	8/15	5.264487369937753E-13	5.969928677509411E-11	0	0	53.33333333333333	1507.8731964645785	LYN;PTPN1;STAT5B;STAT3;MAPK1;JAK2;JAK3;MAPK3
negative regulation of intracellular signal transduction (GO:1902532)	17/161	5.494076071121099E-13	6.094841345854558E-11	0	0	10.559006211180124	298.080067190787	LYN;PRKAA1;PRKAA2;SRC;DAB2IP;TSC2;TNFAIP3;PIK3R2;THBS1;CD2AP;PPM1A;CASP8;TNIP1;DAG1;AKT1;RIPK1;EPHA2
positive regulation of transferase activity (GO:0051347)	16/137	5.602063941078462E-13	6.082411125813487E-11	0	0	11.678832116788321	329.46535612468915	PDGFRB;ALK;NTRK1;HSP90AA1;FLT4;ARRDC3;INSRR;EGFR;IGF1R;ERBB2;KDR;MAPK1;EPHB2;MAP2K7;EPHA2;MAPK3
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	13/76	5.938434891430079E-13	6.313298593951602E-11	0	0	17.105263157894736	481.5501154674375	SRC;TRADD;TNFAIP3;TNFRSF10B;FASLG;CFLAR;NOL3;THBS1;TGFBR1;CASP8;AKT1;RIPK1;FADD
cellular protein modification process (GO:0006464)	38/1001	9.58733522145588E-13	9.984524823487624E-11	0	0	3.796203796203796	105.05296730360794	APP;PTPRU;GSK3B;PTPRR;PRKAA1;PRKAA2;CAMK2A;PIK3CB;THBS1;PPP1CC;SOCS3;MAPK8;ERBB2;AKT1;MAPK1;FYN;CSK;JAK2;JAK3;JAK1;MAP4K4;MAPK3;LYN;NTRK1;PTPN1;SYK;PRKCB;AHSG;TYK2;BMX;TGFBR1;MTOR;SSH1;PTPRD;PPM1A;PIK3CA;LCK;PTPN6
ephrin receptor signaling pathway (GO:0048013)	13/82	1.6461810216822797E-12	1.6800923507289346E-10	0	0	15.853658536585366	430.150389706097	VAV3;LYN;ROCK1;SRC;PTPN11;RHOA;PTK2;RASA1;NCK2;FYN;EPHB2;HRAS;EPHA2
negative regulation of signaling (GO:0023057)	13/83	1.9349508280729744E-12	1.936089034442429E-10	0	0	15.662650602409638	422.4363971337803	ALK;PDGFRB;NTRK1;PTPN1;FLT4;INSRR;EGFR;IGF1R;ERBB2;KDR;EPHB2;OPTN;EPHA2
apoptotic process (GO:0006915)	19/231	2.067763586743007E-12	2.029191842913378E-10	0	0	8.225108225108226	221.29286416706	APP;TRADD;LIG4;TSC2;TNFRSF10B;FASLG;CFLAR;MTOR;CASP8;PIK3CA;CASP10;AKT1;CASP2;RIPK1;PTPN6;FADD;IKBKG;JAK2;BID
regulation of signal transduction (GO:0009966)	19/233	2.4099487673318244E-12	2.320371426357415E-10	0	0	8.154506437768239	218.14459094995243	PDGFRB;ALK;NTRK1;APP;PTPN1;SRC;FLT4;INSRR;TSC2;EGFR;IGF1R;RGS2;ERBB2;KDR;NCK2;CSK;EPHB2;BIRC2;EPHA2
extrinsic apoptotic signaling pathway (GO:0097191)	12/67	2.6596232983116923E-12	2.5133440169045495E-10	0	0	17.91044776119403	477.3642379762326	GSK3B;MOAP1;CASP8;TRADD;DAB2IP;CASP2;TNFRSF10B;FASLG;RIPK1;FADD;JAK2;BID
insulin receptor signaling pathway (GO:0008286)	12/67	2.6596232983116923E-12	2.46764685296083E-10	0	0	17.91044776119403	477.3642379762326	PIK3CA;SHC1;AKT1;PIK3R3;PIK3R2;GRB2;IDE;AP3S1;PIK3R1;SORBS1;SH2B2;IGF1R
activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097296)	7/11	2.870691739023142E-12	2.6159178471848383E-10	0	0	63.63636363636363	1691.2297876185582	CASP8;TRADD;TNFRSF10B;RIPK1;FASLG;FADD;JAK2
phosphatidylinositol-mediated signaling (GO:0048015)	11/56	7.626346531074322E-12	6.827587078609169E-10	0	0	19.642857142857142	502.8455970761682	PDGFRB;NTRK1;PIK3CA;ERBB2;AKT1;PIK3R2;PIK3CB;PIK3R1;EZR;RHOA;IGF1R
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	11/58	1.1460739905020966E-11	1.0083475126779654E-9	0	0	18.96551724137931	477.78109011805157	APP;UBB;SH3KBP1;HGS;SHC1;NCK2;DAB2IP;AKT1;GRB2;CBL;EGFR
positive regulation of MAPK cascade (GO:0043410)	20/289	1.2784367204491575E-11	1.105739421093568E-9	0	0	6.920415224913495	173.58337718727716	PDGFRB;ALK;NTRK1;APP;SHC1;FLT4;INSRR;DAB2IP;DUSP19;TNFRSF10B;ARRB1;PTPN11;EGFR;IGF1R;ERBB2;KDR;EPHB2;HRAS;EPHA2;MAPK3
negative regulation of cell communication (GO:0010648)	12/78	1.7501279533892707E-11	1.488483824357575E-9	0	0	15.384615384615385	381.05764802230004	ALK;PDGFRB;NTRK1;PTPN1;FLT4;INSRR;ERBB2;KDR;EPHB2;EGFR;IGF1R;EPHA2
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	17/201	2.0170180950539347E-11	1.687351367059054E-9	0	0	8.45771144278607	208.28650172956998	PDGFRB;ALK;NTRK1;APP;SHC1;FLT4;INSRR;ARRB1;PTPN11;EGFR;IGF1R;ERBB2;KDR;EPHB2;HRAS;EPHA2;MAPK3
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	12/79	2.0456841946794925E-11	1.6837300718466855E-9	0	0	15.18987341772152	373.86385397271215	CASP8;CASP10;LCK;TRADD;CASP2;TNFRSF10B;FASLG;RIPK1;FADD;CFLAR;JAK2;SNCA
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	12/80	2.385811733095551E-11	1.932507503807396E-9	0	0	15.0	366.8834491079036	PDGFRB;NEDD4;KDR;DAB2IP;TSC2;MAPK1;PTPN6;JAK2;CBL;EGFR;PTK2;MAPK3
regulation of kinase activity (GO:0043549)	13/101	2.551583198846668E-11	2.034488916205398E-9	0	0	12.871287128712872	313.95285735014454	PDGFRB;ALK;NTRK1;FLT4;INSRR;EGFR;IGF1R;TTN;ERBB2;KDR;EPHB2;ECT2;EPHA2
interleukin-6-mediated signaling pathway (GO:0070102)	7/14	2.910699466202242E-11	2.285122980927699E-9	0	0	50.0	1213.0021302120977	SOCS3;STAT3;PTPN11;CBL;IL6ST;JAK2;JAK1
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)	7/15	5.4115686600514733E-11	4.1841264957943435E-9	0	0	46.666666666666664	1103.1951941013688	CASP8;TRADD;TNFRSF10B;FASLG;RIPK1;FADD;JAK2
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	13/109	6.817698394451105E-11	5.192644015952834E-9	0	0	11.926605504587156	279.1888836047214	TRADD;TNFRSF10B;FASLG;CFLAR;PPM1F;CASP8;CASP10;LCK;CASP2;RIPK1;FADD;JAK2;SNCA
positive regulation of protein modification process (GO:0031401)	15/163	9.67431243529616E-11	7.260002405487692E-9	0	0	9.202453987730062	212.19903545395616	LYN;NTRK1;APP;FLT4;ARRB1;PTK2;EGFR;MTOR;ERBB2;KDR;AKT1;RIPK1;KRAS;HRAS;MAPK3
positive regulation of kinase activity (GO:0033674)	13/113	1.0810967279852376E-10	7.9954153665343E-9	0	0	11.504424778761061	264.00210079421134	PDGFRB;ALK;NTRK1;FLT4;INSRR;DUSP19;PTK2;EGFR;IGF1R;ERBB2;KDR;EPHB2;EPHA2
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	9/39	1.3648487100125207E-10	9.949747095991276E-9	0	0	23.076923076923077	524.1878617523507	CASP8;TRADD;TNFAIP3;TNFRSF10B;FASLG;RIPK1;FADD;CFLAR;THBS1
inositol lipid-mediated signaling (GO:0048017)	9/39	1.3648487100125207E-10	9.809609812949145E-9	0	0	23.076923076923077	524.1878617523507	PDGFRB;NTRK1;PIK3CA;PIK3R2;PIK3CB;PIK3R1;EZR;RHOA;IGF1R
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)	8/27	1.6390429403427933E-10	1.1616716839679548E-8	0	0	29.629629629629626	667.6070646344011	MOAP1;CASP8;TRADD;DAB2IP;TNFRSF10B;FASLG;FADD;BID
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	9/40	1.7459808954595068E-10	1.2205123985657347E-8	0	0	22.5	505.54202432564756	UBB;SH3KBP1;HGS;DAB2IP;CBLB;GRB2;CBL;EGFR;SNX6
negative regulation of MAPK cascade (GO:0043409)	11/80	4.355876761293536E-10	3.003789069308232E-8	0	0	13.75	296.37196898353034	LYN;PTPN1;PTPRR;RGS2;TNIP1;DAG1;DAB2IP;PIK3R2;EPHB2;EZR;IGF1R
negative regulation of response to stimulus (GO:0048585)	13/127	4.740303614274916E-10	3.225302579152652E-8	0	0	10.236220472440944	219.76909185379856	PDGFRB;LYN;ALK;NTRK1;PTPN1;FLT4;INSRR;EGFR;IGF1R;ERBB2;KDR;EPHB2;EPHA2
